Num episodes,Cumulative rewards
2380,"[8.0, 2.0, 2.0, 37.0, 12.0, 17.0, 1.0, 0.0, -3.0, 4.0]"
2390,"[3.0, 3.0, 0.0, 0.0, 21.0, 2.0, 3.0, 4.0, 4.0, 9.0]"
2400,"[2.0, -1.0, -1.0, 0.0, 14.0, -1.0, 0.0, 0.0, 0.0, 0.0]"
2410,"[12.0, 50.0, -2.0, 1.0, -1.0, 50.0, 0.0, 22.0, 11.0, 8.0]"
2420,"[50.0, 16.0, 34.0, 31.0, 17.0, 15.0, 20.0, 50.0, 13.0, 50.0]"
2430,"[11.0, -2.0, 16.0, 21.0, 15.0, 21.0, 50.0, 19.0, 50.0, 50.0]"
2440,"[37.0, 4.0, 15.0, 11.0, 33.0, 1.0, 50.0, 15.0, 50.0, -1.0]"
2450,"[50.0, 5.0, 29.0, 50.0, 23.0, 50.0, 7.0, 50.0, -2.0, 15.0]"
2460,"[-1.0, 35.0, 13.0, 50.0, 18.0, 28.0, 10.0, 19.0, 37.0, 50.0]"
2470,"[-2.0, 2.0, 32.0, 0.0, 25.0, 30.0, 7.0, 50.0, 0.0, 17.0]"
2480,"[-1.0, 28.0, -1.0, 50.0, 11.0, 37.0, -1.0, 12.0, 9.0, 50.0]"
